time,row,col,demand
248,4,7,5
535,1,3,25
247,7,3,5
601,7,3,0
356,3,2,27
354,7,7,10
12,4,2,0
396,3,3,7
381,4,0,0
370,4,2,0
190,5,2,4
338,7,2,0
89,5,3,41
336,3,3,125
165,0,0,32
8,7,1,0
114,3,3,17
398,6,2,0
22,5,4,8
177,0,6,0
180,5,7,7
602,7,5,28
58,1,7,451
418,1,2,0
300,1,2,15
112,3,1,10
101,3,3,4
624,2,5,146
320,7,3,0
496,4,3,0
467,6,1,0
571,4,5,242
680,7,5,0
666,1,6,368
299,6,6,30
324,6,2,0
97,0,3,10
135,4,4,48
283,5,6,0
514,0,7,0
27,1,2,6
247,7,5,0
295,2,2,0
148,1,4,0
615,6,1,0
99,1,3,6
200,6,3,0
492,0,6,28
276,0,6,9
679,5,0,0
511,5,6,0
550,3,0,9
607,6,0,0
77,0,2,4
243,6,1,0
314,3,7,71
680,0,3,21
197,1,1,0
87,2,5,470
224,7,4,0
637,6,4,0
411,6,5,24
577,5,4,17
55,0,5,6
490,2,1,0
276,3,3,56
523,1,5,123
625,1,4,97
73,2,1,0
544,6,7,31
258,7,5,36
608,5,4,0
346,0,0,0
16,5,5,126
359,1,3,162
209,4,3,20
631,6,6,0
321,2,0,0
450,7,3,0
652,3,5,153
77,5,3,0
569,3,1,10
394,3,4,0
412,1,3,101
218,5,1,0
620,6,5,0
100,3,0,0
426,3,4,70
254,2,2,31
525,6,0,0
530,4,0,0
273,0,0,0
649,0,3,122
507,6,7,15
184,4,2,0
344,5,4,0
462,3,4,8
387,7,7,0
227,5,5,0
376,6,5,17
555,3,0,0
404,1,2,48
229,5,2,0
544,1,3,310
159,6,0,0
413,7,7,0
555,3,3,74
723,4,1,82
125,6,3,4
269,3,1,0
620,7,1,0
187,2,2,19
98,1,1,0
664,7,7,0
146,7,7,0
451,0,0,0
180,5,3,4
563,2,3,0
215,0,7,73
563,2,1,0
171,6,6,0
244,3,2,0
42,6,1,0
562,7,3,0
208,6,2,0
410,6,6,0
41,6,2,3
513,4,6,0
47,7,0,0
640,1,3,11
87,2,3,177
314,7,3,0
95,4,0,0
41,1,0,3
681,0,3,0
653,1,2,20
513,2,5,9
237,1,4,34
592,1,6,166
556,6,0,0
557,3,1,0
254,1,3,151
53,2,5,6
417,0,4,0
715,7,1,0
180,7,2,0
55,7,0,0
466,4,7,8
292,0,3,15
582,7,6,0
162,2,4,44
31,6,5,0
216,3,7,13
698,4,7,212
281,4,1,0
128,3,7,21
94,1,4,28
219,4,2,0
274,2,3,5
657,1,0,0
304,3,7,68
49,5,2,0
18,7,4,0
247,3,1,0
196,2,6,16
530,4,4,65
284,2,7,56
392,4,5,0
132,1,4,126
313,2,5,164
430,2,6,125
615,2,4,64
405,3,7,23
82,7,2,0
2,1,3,3
232,1,6,5
462,0,5,34
708,2,2,0
278,2,4,14
596,2,5,193
228,3,3,13
408,6,6,19
234,2,2,5
664,2,3,267
669,1,2,90
370,0,1,0
238,7,2,0
401,7,3,7
81,6,7,0
414,5,7,12
313,4,7,61
668,0,1,12
573,0,2,94
200,0,3,0
14,6,1,0
306,0,1,0
20,7,0,0
619,5,1,0
726,1,3,930
534,3,4,25
87,7,6,6
126,4,2,4
472,3,1,8
110,2,0,0
486,4,5,22
683,6,3,0
518,2,3,123
725,2,4,272
468,1,4,13
106,4,0,0
545,3,2,40
31,3,3,9
44,3,4,86
455,4,1,13
37,0,7,238
254,1,0,9
292,2,3,30
612,0,7,11
122,4,7,24
548,6,2,0
24,0,3,40
76,5,4,0
58,2,6,241
473,3,3,82
167,3,3,62
565,6,5,16
272,6,6,18
245,4,5,9
680,3,3,0
639,2,5,78
579,1,6,54
92,4,6,247
640,6,5,60
625,5,5,116
387,1,2,48
71,3,2,0
564,1,5,32
595,7,6,0
120,5,0,0
541,1,2,89
448,2,6,45
200,7,1,0
431,3,3,87
278,7,6,32
552,7,3,0
108,7,3,0
306,5,5,15
390,6,1,0
305,0,7,40
55,1,4,3
280,4,1,5
633,7,0,0
312,3,3,119
420,4,0,0
284,6,4,0
729,0,1,0
185,7,2,4
705,3,5,259
57,4,6,66
389,1,2,11
137,6,5,56
558,5,6,0
368,1,4,0
133,4,5,163
587,6,0,0
550,7,3,0
697,5,5,125
60,6,1,0
695,5,1,0
153,2,1,4
533,5,4,9
144,5,1,0
561,5,3,0
590,5,3,0
285,2,0,18
193,5,7,12
46,7,2,0
79,4,0,0
238,1,6,29
390,5,2,0
690,4,1,0
409,6,1,0
115,2,0,6
524,0,2,38
109,5,4,29
400,0,0,11
608,2,1,0
56,7,4,0
408,3,1,39
104,7,7,0
627,1,2,97
238,0,0,5
149,2,7,0
157,0,4,48
322,0,5,0
39,1,7,143
699,4,4,78
232,2,1,29
476,0,0,21
619,1,2,64
707,6,6,13
52,1,2,0
172,6,5,7
127,1,0,0
57,6,7,27
593,5,5,159
441,3,2,0
297,2,3,0
655,0,4,12
581,6,2,0
5,0,2,0
576,3,3,105
695,1,2,66
283,1,6,47
18,1,6,865
137,4,4,42
283,2,1,14
561,4,7,0
467,5,1,0
580,2,1,10
536,0,0,0
395,7,3,0
325,3,0,0
62,3,3,39
349,2,6,44
662,0,3,133
543,0,6,190
653,3,3,39
659,2,7,20
343,7,0,0
517,7,1,0
703,1,4,225
414,5,2,0
524,0,5,161
32,5,3,3
565,6,0,0
216,1,5,55
482,2,7,59
648,2,1,0
193,4,2,0
248,7,1,0
420,1,2,51
584,7,6,0
226,4,4,0
346,3,6,0
219,3,6,16
151,6,6,0
335,2,1,0
475,7,7,138
555,5,2,10
27,4,1,0
313,5,0,0
161,3,4,98
484,4,2,8
649,7,3,12
662,1,2,133
721,2,4,259
356,4,6,81
77,6,7,0
86,4,7,209
490,0,3,0
23,6,6,0
57,0,1,94
157,2,4,114
53,7,4,0
47,4,3,18
309,6,2,0
653,6,2,0
309,3,0,0
309,7,5,6
51,4,5,6
272,3,7,14
337,5,5,75
585,3,7,0
567,7,0,0
488,6,3,0
185,4,6,7
152,4,7,51
177,3,3,24
31,3,6,6
405,1,7,101
724,4,1,95
120,5,3,11
265,3,5,75
261,2,0,0
407,2,1,30
431,7,6,19
231,2,7,34
702,2,4,69
315,5,2,0
78,5,1,0
375,1,0,0
238,7,5,13
236,7,1,0
713,3,5,13
476,4,4,48
273,6,6,18
632,0,4,0
642,6,6,11
266,1,3,41
470,7,3,8
610,7,4,0
290,2,7,0
710,2,0,0
398,0,6,89
265,4,5,41
571,6,3,32
484,4,1,8
95,6,3,22
645,5,5,67
613,6,1,0
206,6,5,16
175,7,4,0
73,3,2,6
729,4,7,118
312,2,1,6
561,7,3,0
565,3,2,10
49,1,2,15
544,7,7,9
566,7,2,0
138,4,1,13
515,5,3,0
396,3,0,0
284,1,4,32
380,4,5,28
277,3,4,18
157,2,3,69
209,3,6,166
195,6,6,0
492,6,7,8
629,6,0,0
82,1,0,6
276,4,1,5
93,2,5,117
342,3,7,6
364,5,4,50
622,2,6,121
152,4,4,25
606,7,7,36
298,3,4,0
413,6,0,0
241,4,3,44
492,0,1,0
248,2,7,0
299,3,6,15
494,5,6,8
58,3,2,24
67,2,0,9
48,4,7,15
577,4,7,88
414,4,6,43
305,6,3,0
730,1,0,14
148,5,7,0
431,5,4,39
154,6,7,23
675,1,4,0
88,2,5,148
236,1,6,16
730,3,4,132
308,0,7,74
378,2,1,17
214,4,5,161
64,3,1,3
443,7,7,0
483,3,4,36
151,7,0,0
511,1,2,0
484,1,0,0
558,7,3,0
110,7,6,4
661,7,1,0
727,7,1,0
580,3,7,34
491,0,7,0
112,2,7,153
15,2,2,44
168,5,2,4
717,5,1,0
435,2,7,53
436,7,5,0
74,2,5,38
731,2,2,154
238,6,2,0
661,6,6,20
354,5,2,0
478,1,7,138
692,7,3,0
90,1,7,79
217,3,5,50
165,2,3,139
674,1,4,66
466,6,3,0
429,3,1,0
640,7,2,0
357,0,3,114
211,1,7,76
347,0,1,0
285,7,4,5
82,6,1,0
276,0,1,0
577,3,0,0
323,2,0,0
617,7,4,0
234,2,6,26
486,5,2,0
174,3,4,0
202,6,0,0
578,5,5,115
237,7,2,0
422,4,5,39
221,1,0,0
30,7,1,0
336,7,2,0
359,5,2,0
218,0,1,8
636,5,1,0
14,2,3,58
1,1,1,0
176,2,7,7
371,4,3,17
612,0,4,0
163,5,6,402
567,3,2,52
181,5,3,0
679,5,5,0
191,0,5,53
180,5,4,4
10,3,4,208
672,6,5,41
174,5,3,0
464,3,4,0
421,0,1,7
723,1,2,163
685,4,0,0
197,5,3,0
624,0,2,108
637,5,0,0
271,2,0,0
627,2,2,67
456,0,2,77
69,7,5,0
552,7,1,0
355,7,6,6
417,0,2,0
324,6,4,0
262,6,6,5
522,6,5,67
505,2,1,0
493,7,7,0
467,3,2,0
470,6,2,0
539,6,5,0
288,6,1,25
110,0,0,0
502,1,2,64
278,5,3,9
90,2,0,0
28,7,6,0
265,0,5,29
287,6,2,0
586,6,4,0
252,7,4,0
282,7,0,0
437,0,6,45
430,4,5,137
593,3,7,88
660,2,2,51
489,7,7,0
491,7,7,0
649,2,1,0
703,2,3,56
268,2,3,9
319,6,3,6
108,6,1,4
641,7,4,0
363,5,3,17
716,6,7,22
444,7,7,0
566,7,1,0
618,0,0,0
470,6,7,0
531,0,3,55
273,7,5,0
350,3,4,91
350,6,1,0
109,6,6,13
104,5,1,0
273,2,7,5
681,5,7,0
305,7,5,0
176,3,6,19
236,3,3,34
556,0,1,0
502,2,5,318
624,1,5,194
211,2,0,0
477,0,0,13
259,5,3,5
102,7,1,0
79,0,5,0
379,4,3,39
421,5,4,7
206,2,4,146
454,2,6,91
247,3,3,0
308,4,2,0
195,4,4,16
674,3,3,161
598,1,0,0
219,2,6,26
46,2,5,104
7,2,3,3
9,3,7,191
609,7,0,0
308,5,6,43
429,4,0,0
281,0,3,23
18,5,0,0
158,1,7,91
72,3,2,10
94,5,2,0
190,1,6,15
2,1,0,0
660,1,5,63
203,4,0,0
448,5,2,0
692,7,5,0
506,3,5,395
55,3,3,6
548,5,7,209
663,6,2,0
658,2,3,0
617,6,1,0
438,5,7,40
126,0,2,0
416,2,6,7
561,6,6,0
683,3,2,12
622,4,4,92
535,1,5,0
692,2,0,0
230,6,4,13
574,7,7,10
508,2,5,91
199,2,1,0
222,1,1,0
146,3,5,7
449,4,5,86
125,3,6,0
555,4,3,74
562,1,3,0
145,2,4,14
139,5,7,48
35,3,7,221
208,7,6,8
315,4,4,20
485,4,1,0
659,0,4,0
351,6,7,0
676,6,7,33
527,0,7,199
303,3,5,34
326,0,5,139
623,7,6,46
509,5,0,0
25,0,2,9
227,0,2,5
373,7,4,0
278,1,3,23
79,7,7,0
90,1,6,95
268,6,1,0
636,5,7,11
168,6,3,0
418,1,5,7
392,7,6,0
288,3,1,30
14,0,6,99
477,1,3,103
62,5,5,69
68,2,6,2299
720,4,3,177
360,4,0,0
428,6,1,0
130,5,0,0
712,6,5,56
554,5,5,52
532,3,5,190
630,3,7,30
424,0,7,75
504,2,4,190
635,4,5,11
595,6,3,10
433,1,2,164
165,3,5,1683
523,4,1,9
536,7,6,0
355,2,1,17
23,2,0,0
215,3,6,85
536,6,0,0
47,0,1,3
11,3,6,90
575,2,7,142
549,4,0,0
0,3,1,5
88,0,0,4
51,6,6,0
81,7,3,4
607,5,7,11
248,3,6,0
699,5,2,43
528,2,0,0
159,7,6,0
634,5,1,30
578,3,5,440
293,7,3,0
536,3,6,0
331,7,7,6
202,5,5,5
187,0,0,4
375,1,6,114
73,4,5,16
409,3,1,12
119,7,2,0
662,3,5,223
169,2,5,34
65,1,1,12
399,5,1,7
109,0,2,17
560,4,1,0
80,3,0,4
446,1,2,33
713,0,7,22
427,3,1,24
129,2,5,233
39,3,6,149
280,5,6,29
84,2,3,186
93,2,6,117
276,5,1,0
711,0,6,0
599,5,7,115
227,7,3,0
44,4,0,14
591,6,1,0
249,6,7,0
470,1,2,61
458,3,5,103
372,1,5,11
266,3,1,0
641,0,5,37
515,5,6,0
46,3,3,20
612,6,7,18
101,0,1,0
52,2,5,3
225,2,7,5
287,3,0,0
125,4,5,13
193,5,6,5
397,4,4,60
631,0,0,11
574,2,2,94
109,7,7,17
705,2,3,246
6,6,0,0
168,2,3,53
17,1,4,55
637,6,2,0
73,6,5,4
16,2,0,0
597,3,2,34
106,5,0,0
244,1,6,14
128,3,1,0
420,1,6,12
330,0,5,135
449,7,4,8
689,4,6,0
10,7,2,0
483,7,3,0
692,0,0,0
643,6,6,0
591,2,2,78
398,3,4,60
383,7,3,11
408,5,1,0
714,5,6,0
160,1,6,432
435,6,1,0
403,7,7,30
544,2,2,31
457,5,3,8
389,0,6,30
415,1,3,19
505,7,2,0
536,4,4,0
535,3,7,0
9,4,6,14
700,2,2,78
573,2,5,200
258,6,1,9
313,4,3,87
328,2,2,16
151,6,5,0
119,2,4,10
486,1,1,8
177,0,1,0
57,1,1,530
722,0,2,118
447,7,0,0
503,2,0,0
553,1,4,74
704,2,5,212
387,6,2,0
640,5,1,0
103,7,1,0
580,6,6,0
165,2,6,1477
489,4,6,0
607,5,4,11
488,0,4,8
621,1,5,64
352,5,7,21
124,1,6,4
558,4,2,16
446,0,1,13
61,2,6,96
178,2,5,7
562,6,1,26
26,6,1,0
473,0,4,77
24,2,7,14
22,0,3,30
671,1,1,0
600,6,3,0
408,3,3,125
4,6,6,0
633,1,1,0
628,1,5,97
673,3,3,54
267,2,2,23
346,6,7,0
611,2,0,0
730,6,5,14
163,6,2,4
609,6,5,0
728,3,1,73
413,5,6,19
719,7,1,0
210,4,6,287
150,4,6,0
710,0,4,0
219,1,2,8
297,3,1,0
510,4,4,23
501,1,6,281
452,6,3,0
655,0,0,0
389,7,2,0
194,4,3,36
584,2,0,0
591,7,2,0
552,6,4,32
209,2,3,56
472,7,4,0
280,7,3,5
153,4,1,14
478,5,6,525
266,2,6,38
513,2,6,0
508,5,7,15
375,7,0,0
241,3,1,9
459,7,5,13
58,0,4,301
389,6,6,0
713,5,5,22
456,4,6,27
412,2,3,39
291,6,4,0
560,3,2,0
655,5,1,0
5,0,5,0
89,6,7,22
55,6,6,0
263,1,6,62
4,0,6,0
363,0,3,39
505,6,5,0
385,2,0,0
396,0,4,11
570,0,0,26
416,6,1,0
257,0,3,44
538,5,7,0
489,0,1,0
699,6,4,13
517,6,7,0
231,7,2,0
698,2,6,596
731,1,6,82
726,6,5,281
403,5,0,0
315,7,5,6
547,7,6,15
225,0,3,8
576,2,4,230
401,1,6,149
112,6,0,0
443,3,2,0
226,7,4,0
511,6,4,0
71,7,7,0
27,3,1,0
397,1,3,126
669,7,1,0
508,6,5,9
474,1,4,61
630,1,3,78
124,6,3,0
424,6,3,70
54,0,0,0
349,5,5,44
663,1,5,184
482,4,6,145
8,6,5,22
614,4,7,46
144,3,2,11
616,3,2,0
401,5,0,0
329,6,6,16
614,0,3,64
412,5,2,7
587,0,4,10
242,2,7,31
51,2,2,12
219,3,3,55
311,0,5,264
715,5,2,13
639,3,1,0
74,0,1,6
584,4,6,17
200,1,6,0
118,5,0,0
597,0,0,61
353,6,7,54
7,4,5,3
347,6,4,0
385,6,0,0
325,4,0,0
297,7,7,0
687,3,1,0
584,4,2,0
363,3,0,0
91,2,0,0
113,2,4,37
640,6,2,0
335,5,3,20
277,2,7,9
408,1,5,368
196,7,4,5
673,1,5,173
325,5,5,46
47,4,2,0
550,2,6,1262
565,4,4,142
326,7,0,0
689,0,4,0
267,1,6,18
693,2,4,300
31,0,1,0
416,1,6,0
158,2,5,106
419,0,3,0
9,5,7,44
425,0,3,113
705,5,3,0
383,2,3,170
635,3,4,0
433,6,0,0
269,0,3,9
721,5,4,14
540,7,0,0
119,5,7,17
514,2,0,0
721,2,5,309
526,3,7,190
18,7,2,0
645,2,3,49
191,1,1,12
187,5,1,0
85,7,6,4
397,6,0,0
540,6,5,9
532,0,5,49
522,1,5,176
223,6,2,0
316,6,7,6
348,1,4,21
181,4,1,0
680,4,6,0
393,3,2,0
614,7,0,0
366,0,3,22
249,2,7,0
166,3,7,234
244,6,1,0
35,7,5,0
402,6,6,7
451,2,1,0
721,4,3,236
312,5,0,0
381,5,0,0
728,6,5,177
270,6,3,0
641,1,1,0
628,0,3,116
511,6,5,15
660,7,0,0
358,2,2,48
275,1,2,14
2,5,5,0
300,7,3,0
87,3,1,12
626,5,4,67
318,3,2,10
617,0,3,46
381,4,7,107
303,3,0,0
228,6,1,0
500,0,0,8
466,5,1,0
162,3,2,14
531,7,6,9
673,3,7,41
457,3,2,56
648,1,2,71
469,7,6,0
136,6,0,0
728,2,0,0
572,2,0,0
585,4,6,0
14,7,5,8
192,6,6,0
507,7,7,9
452,3,4,33
658,0,0,0
185,7,4,0
437,6,1,0
657,7,6,82
514,0,1,9
654,6,4,39
698,1,1,0
642,6,2,11
105,7,3,0
146,5,5,18
464,6,2,0
402,1,0,7
112,7,0,0
213,1,2,65
326,5,5,46
134,3,4,129
693,7,6,12
597,2,2,54
513,7,2,0
619,1,5,57
45,3,4,23
720,4,2,0
389,2,1,0
227,3,4,5
63,7,1,0
472,4,7,69
132,0,0,13
366,7,1,0
335,5,6,350
514,7,4,9
269,4,0,0
202,2,3,16
261,2,7,62
554,1,2,26
565,2,7,126
568,0,2,110
265,2,2,9
577,7,4,0
722,7,4,73
372,2,7,46
49,3,5,34
704,1,5,190
210,0,0,88
336,0,0,6
629,6,1,0
380,1,0,0
252,5,1,0
556,5,5,26
273,1,4,0
2,5,0,0
673,4,4,86
21,6,6,5
620,5,2,11
337,5,2,0
272,2,0,0
450,0,5,45
233,6,2,0
370,6,6,0
242,2,4,39
200,4,0,0
572,7,3,16
729,5,6,154
236,4,5,55
225,3,6,8
360,0,3,210
684,5,6,0
391,1,1,0
147,6,0,0
3,2,7,0
445,4,7,53
257,5,4,27
0,2,3,17
200,7,5,0
226,3,6,5
294,6,7,9
227,4,3,0
197,4,7,8
471,3,4,61
477,1,1,8
710,5,3,0
690,1,4,0
255,7,6,0
450,3,5,106
276,3,6,14
684,6,6,41
378,7,7,7
643,1,4,67
576,0,6,616
489,2,4,0
424,1,0,12
459,6,5,21
578,5,1,0
662,4,7,184
194,3,0,0
615,1,5,64
385,7,7,7
372,7,1,0
313,1,7,97
60,0,3,162
240,7,2,0
15,3,2,5
463,2,5,13
572,5,3,26
176,4,0,0
189,2,7,24
117,6,2,4
156,5,5,103
310,0,4,83
5,0,3,3
494,3,1,36
264,2,0,0
512,4,3,23
271,7,3,0
112,1,3,20
522,1,6,214
370,3,7,0
603,0,4,75
74,3,1,10
268,6,3,47
585,1,2,17
420,6,6,7
525,0,4,152
627,5,6,37
168,6,1,0
422,7,6,0
455,4,2,0
716,5,5,78
672,7,5,12
73,2,5,26
61,7,3,0
237,7,7,0
264,0,1,18
219,6,3,13
665,6,5,63
360,1,0,7
503,0,4,240
218,5,6,8
579,7,1,0
628,5,6,19
69,5,0,0
595,5,3,0
310,3,6,324
172,7,3,0
470,2,6,61
398,5,3,11
464,0,6,8
605,5,5,18
596,0,5,61
30,2,4,9
141,6,0,0
139,2,2,17
515,3,7,0
389,6,1,0
542,6,2,0
615,3,3,75
538,6,2,0
10,4,0,0
564,3,3,42
674,4,3,173
701,3,1,22
66,2,0,3
599,1,0,10
4,2,1,0
208,1,5,149
698,2,5,246
474,2,6,186
299,4,2,0
118,3,4,43
54,0,1,0
8,7,5,3
258,0,2,22
61,5,6,21
259,4,0,0
318,5,7,26
299,4,7,6
352,7,6,0
39,0,4,72
393,0,4,0
29,5,5,0
11,7,7,0
246,2,3,0
206,5,5,65
134,1,4,21
207,2,7,36
298,0,4,6
350,1,6,125
372,5,2,0
333,0,4,200
252,4,7,5
191,0,0,0
12,2,1,0
674,0,5,161
631,1,1,0
77,5,2,0
150,6,1,0
609,0,2,11
291,3,7,0
306,1,5,113
606,5,5,28
534,1,5,25
299,7,2,0
80,7,3,0
703,5,3,13
325,5,3,10
727,1,1,14
637,0,4,11
462,1,5,56
500,6,0,0
282,2,3,41
35,5,7,75
656,2,6,12
350,1,4,75
301,5,3,34
262,4,0,0
183,7,0,0
572,2,4,184
613,1,5,46
252,2,2,80
348,7,2,0
416,3,1,7
730,7,2,0
444,4,1,0
7,3,1,0
232,7,0,0
423,7,7,19
84,1,3,322
449,3,6,53
87,0,6,879
611,5,3,0
671,6,1,0
18,6,1,0
212,7,2,0
451,1,3,152
375,2,0,0
295,4,0,0
328,6,0,0
388,2,6,89
588,3,1,0
258,0,7,62
79,7,6,0
658,3,2,0
552,2,6,964
558,0,1,16
236,0,6,34
251,3,4,106
208,1,2,56
347,6,2,0
546,5,6,160
266,5,1,0
332,6,7,16
82,7,7,0
721,4,0,23
593,6,3,0
597,3,7,149
296,3,5,34
632,0,6,30
344,0,6,0
366,1,6,28
287,7,4,0
78,6,0,0
181,2,7,24
489,0,5,0
110,6,2,0
613,1,1,0
505,1,7,91
194,6,2,5
118,6,0,0
299,4,3,43
386,5,1,0
475,5,1,0
67,5,3,12
680,2,5,0
426,3,6,212
699,2,6,687
729,5,5,250
713,2,3,22
420,3,6,7
261,6,6,31
302,7,4,0
466,7,4,0
302,3,1,0
99,2,1,0
76,3,0,0
600,1,3,231
28,4,7,0
34,6,3,3
722,1,3,368
218,6,5,5
615,3,0,0
633,3,3,19
110,5,6,0
539,0,1,0
719,3,7,91
313,7,2,6
581,1,6,71
201,0,7,0
459,4,7,27
542,2,1,0
38,4,1,3
333,1,1,6
60,7,5,54
433,5,4,66
106,1,3,27
46,4,7,14
373,1,3,210
572,0,4,100
487,1,0,0
108,3,3,4
301,4,1,0
649,4,2,0
32,5,2,0
414,6,0,0
449,7,3,0
142,7,0,0
493,3,0,0
339,3,3,81
446,1,6,25
6,7,4,0
363,7,2,0
220,6,6,5
359,7,2,0
548,4,6,184
282,0,2,29
131,7,4,0
4,5,3,0
181,0,1,0
647,3,1,11
371,3,5,7
569,7,7,0
11,3,1,5
610,7,3,0
578,1,7,105
250,7,6,0
91,6,3,16
12,7,6,3
495,7,4,8
316,5,6,42
649,0,4,114
267,3,0,0
152,2,0,23
76,7,7,4
725,2,7,613
581,1,3,115
437,5,3,0
101,6,6,0
540,1,3,31
668,0,2,12
114,3,0,4
201,1,2,0
557,1,3,74
376,6,4,7
390,4,7,0
148,6,6,0
398,4,5,41
709,5,5,43
667,1,2,63
374,0,0,7
704,7,5,22
320,3,2,0
51,1,0,0
518,5,3,0
34,7,5,6
290,2,2,0
5,5,6,0
412,3,3,12
614,3,7,18
363,1,4,92
626,6,6,11
309,4,6,239
201,6,6,0
360,0,5,646
657,5,7,0
434,4,0,0
352,2,3,54
661,5,6,0
71,0,3,57
25,0,5,18
5,7,1,0
297,0,1,0
708,1,5,56
730,1,6,82
239,6,1,0
682,7,6,12
582,0,2,17
369,6,3,0
198,6,5,0
155,4,0,0
6,2,2,0
31,3,4,0
602,6,5,110
303,0,7,79
524,7,5,9
330,3,6,123
343,4,0,0
580,0,1,0
228,3,4,5
374,6,1,0
47,6,3,0
146,2,7,7
247,1,7,0
138,6,6,63
461,0,3,34
299,5,2,0
431,4,3,106
581,1,7,17
645,7,4,0
89,2,3,69
152,4,5,7
550,5,7,160
97,5,3,13
167,6,0,0
26,2,6,23
382,3,3,35
12,6,6,0
660,0,4,12
159,6,1,0
687,4,2,0
255,3,3,27
74,0,0,0
424,2,7,70
173,2,7,12
425,0,7,137
34,6,1,0
311,6,0,0
359,5,4,64
336,7,0,0
407,0,2,30
245,6,2,0
580,5,1,0
107,3,3,13
650,0,1,12
391,6,5,0
124,2,7,0
557,3,5,126
115,4,7,20
564,0,3,74
120,2,1,0
130,3,3,118
671,5,7,165
209,0,5,61
690,7,4,0
270,1,2,0
130,2,7,122
383,1,3,92
634,5,7,11
394,7,5,0
256,4,5,39
128,5,7,13
207,4,1,8
176,5,7,0
186,4,7,58
100,4,3,6
636,3,5,11
128,4,7,28
500,5,2,0
323,3,2,0
622,4,5,167
665,6,2,0
78,5,3,0
584,1,2,10
432,5,2,0
611,3,1,0
663,7,3,12
293,4,7,25
109,5,5,20
119,6,6,10
676,2,1,12
97,7,5,4
275,5,7,5
461,1,0,0
583,2,1,0
406,4,3,96
551,7,6,9
58,1,4,72
135,0,7,146
269,5,1,0
186,0,7,24
316,3,5,97
433,1,4,45
300,2,0,0
45,6,4,9
572,4,4,116
32,0,0,6
648,3,6,133
557,2,7,74
269,6,1,0
27,3,2,3
73,7,5,4
261,7,6,9
582,4,2,10
221,1,2,0
506,5,6,9
33,5,3,14
641,6,0,0
246,1,1,0
281,1,6,23
721,0,4,118
37,0,1,9
621,3,3,139
376,5,0,0
655,5,6,0
638,5,7,30
445,1,1,0
101,2,0,0
150,3,2,0
255,2,2,27
94,6,1,0
92,1,7,132
465,4,7,0
137,3,7,66
139,4,4,21
587,2,4,10
113,1,5,54
282,5,7,29
66,4,5,292
615,6,4,11
458,3,1,21
617,6,6,0
115,3,7,40
688,1,3,119
8,2,3,22
258,1,0,0
507,2,0,0
128,3,2,0
104,7,0,0
537,1,3,0
199,1,2,0
434,0,3,86
690,4,7,0
64,3,6,380
523,6,0,0
350,1,0,0
154,4,7,329
158,4,4,25
194,2,2,0
529,3,2,40
3,5,0,0
289,6,6,83
147,3,3,7
40,1,6,650
5,6,4,0
221,4,0,0
76,1,5,0
440,2,1,0
33,0,2,147
312,3,5,422
630,2,2,0
290,0,6,0
56,5,0,0
263,1,2,27
4,0,1,0
178,4,2,0
283,0,4,14
530,2,5,230
594,1,1,0
646,7,2,0
632,5,2,0
362,6,1,0
155,7,3,0
214,2,1,0
334,7,5,0
61,6,7,21
195,4,6,8
182,1,1,0
1,0,0,0
548,4,4,40
246,1,0,0
549,6,3,0
521,5,1,0
560,5,7,0
143,3,5,115
608,5,3,11
537,0,2,0
21,2,3,123
359,4,1,27
252,5,7,17
711,3,3,0
630,5,4,49
676,1,6,66
256,6,5,14
331,0,1,6
605,6,4,11
371,1,5,0
515,6,6,0
164,7,2,0
39,4,5,147
139,2,5,499
82,3,7,95
411,2,4,43
591,2,7,88
383,2,6,744
480,6,4,22
535,7,5,0
336,7,6,17
484,6,6,0
441,6,3,0
166,0,5,1175
686,1,4,0
415,6,0,0
446,5,6,8
411,2,7,75
169,0,4,15
206,1,5,56
579,4,4,115
309,0,5,128
63,1,7,171
482,5,1,8
374,5,7,120
165,0,6,2213
15,7,5,11
18,3,6,974
420,2,4,24
511,5,3,0
499,7,3,8
245,2,1,0
349,3,6,37
661,1,3,172
692,3,7,0
525,3,4,129
343,4,3,71
318,5,5,6
408,1,1,12
207,6,0,0
45,2,2,32
610,6,6,0
652,4,5,102
468,4,1,0
560,1,7,0
576,2,2,44
27,4,3,37
172,2,7,24
666,6,3,521
696,4,1,56
169,6,0,0
278,3,0,0
202,2,6,5
70,1,4,111
43,4,6,412
193,1,2,20
723,1,4,104
152,5,6,0
35,0,7,462
660,7,5,12
251,6,7,5
147,6,1,0
591,4,6,115
4,6,7,0
696,2,0,22
276,1,5,5
673,5,1,0
408,5,7,87
544,7,5,0
326,7,3,0
159,5,3,25
686,6,4,0
245,1,4,0
190,7,4,0
438,3,3,13
371,6,0,0
24,2,5,11
230,4,5,55
635,6,3,11
439,1,3,33
57,0,0,3
673,4,7,54
722,2,5,613
698,1,2,112
51,6,5,0
19,7,3,0
620,4,0,0
473,7,7,0
560,5,4,0
671,1,5,623
32,4,0,0
435,1,0,0
459,7,4,8
658,3,4,20
667,5,6,102
352,2,0,6
426,0,1,12
100,6,5,0
212,4,6,287
179,6,5,0
717,4,2,0
664,2,0,0
408,4,4,55
105,4,3,0
79,0,1,0
604,0,2,18
469,2,3,151
202,2,0,0
102,3,0,0
447,1,7,25
332,4,2,0
551,4,5,639
369,2,6,7
428,1,7,75
580,7,6,10
